Processes: 519 total, 8 running, 2 stuck, 509 sleeping, 3587 threads 
2025/12/24 00:31:06
Load Avg: 6.35, 7.03, 7.15 
CPU usage: 43.18% user, 19.38% sys, 37.43% idle 
SharedLibs: 628M resident, 119M data, 305M linkedit.
MemRegions: 44 total, 1424K resident, 88M private, 1229M shared.
PhysMem: 23G used (3676M wired, 7447M compressor), 93M unused.
VM: 204T vsize, 10G framework vsize, 45631(0) swapins, 224844(0) swapouts.
Networks: packets: 5911418/3571M in, 6465412/5339M out.
Disks: 4059699/64G read, 63844552/385G written.

PID    COMMAND          POWER
437*   systemstatusd    0.0  
23838* SecurityPrivacyE 0.0  
848*   Spotlight        0.0  
712*   ghostty          0.0  
553*   mDNSResponderHel 0.0  
99988* Google Chrome He 0.0  
98093* node             0.0  
98011* node             0.0  
97944* zsh              0.0  
97942* login            0.0  
97863* com.apple.WebKit 0.0  
97802* node             0.0  
97751* node             0.0  
97732* python3.12       0.0  
97659* zsh              0.0  
97653* login            0.0  
97502* node             0.0  
96933* zsh              0.0  
96929* login            0.0  
93750* node             0.0  
93651* node             0.0  
93291* node             0.0  
93226* node             0.0  
93207* python3.12       0.0  
92958* node             0.0  
92288* node             0.0  
92022* neagent          0.0  
92021* extensionkitserv 0.0  
91976* mdworker_shared  0.0  
91806* zsh              0.0  
91518* trustd           0.0  
91513* cfprefsd         0.0  
91510* com.apple.geod   0.0  
91509* com.apple.geod   0.0  
91493* trustdFileHelper 0.0  
91492* SCHelper         0.0  
91491* trustd           0.0  
91484* cfprefsd         0.0  
91480* wifip2pd         0.0  
91475* com.apple.geod   0.0  
91205* Aqua Voice Helpe 0.0  
91204* Aqua Voice Helpe 0.0  
91185* Aqua Voice Helpe 0.0  
91181* chrome_crashpad_ 0.0  
90322* universalAccessA 0.0  
90217* logd_helper      0.0  
89776* biomesyncd       0.0  
89775* tail             0.0  
89774* bash             0.0  
89770* zsh              0.0  
88135* com.apple.WebKit 0.0  
87810* powerexperienced 0.0  
87542* node             0.0  
87531* zsh              0.0  
87530* login            0.0  
87396* com.apple.WebKit 0.0  
86826* BiomeAgent       0.0  
86703* linkd            0.0  
86547* com.apple.CodeSi 0.0  
86502* zsh              0.0  
86498* login            0.0  
86284* aslmanager       0.0  
85779* zsh              0.0  
85773* login            0.0  
85633* sysmond          0.0  
85541* securityd_system 0.0  
85468* maild            0.0  
85411* historicalaudiod 0.0  
85357* MessagesBlastDoo 0.0  
85349* businessservices 0.0  
85277* feedbackd        0.0  
84807* ModelCatalogAgen 0.0  
84800* com.apple.Safari 0.0  
84541* contentlinkingd  0.0  
84530* followupd        0.0  
84528* FeatureAccessAge 0.0  
84477* PlugInLibrarySer 0.0  
84475* backupd-helper   0.0  
84468* com.apple.Mobile 0.0  
84459* generativeexperi 0.0  
84458* softwareupdated  0.0  
84454* modelcatalogd    0.0  
84423* ManifestStorageS 0.0  
84362* tccd             0.0  
84355* softwareupdated  0.0  
84340* mobileassetd     0.0  
83439* Google Chrome He 0.0  
82981* Google Chrome He 0.0  
82980* Google Chrome He 0.0  
82874* online-auth-agen 0.0  
82464* sandboxd         0.0  
82456* mapspushd        0.0  
77251* com.apple.WebKit 0.0  
76724* bash             0.0  
76721* zsh              0.0  
76578* spindump         0.0  
73844* zsh              0.0  
73841* login            0.0  
67903* zsh              0.0  
67898* login            0.0  
66917* com.apple.WebKit 0.0  
63004* com.apple.WebKit 0.0  
60724* com.apple.WebKit 0.0  
60678* com.apple.WebKit 0.0  
59869* VTDecoderXPCServ 0.0  
58724* photolibraryd    0.0  
58709* com.apple.WebKit 0.0  
56968* CoreLocationAgen 0.0  
54635* coresymbolicatio 0.0  
54631* osanalyticshelpe 0.0  
54627* ReportSystemMemo 0.0  
54624* ReportCrash      0.0  
54399* taskgated        0.0  
53115* wifivelocityd    0.0  
52247* com.apple.WebKit 0.0  
50502* zsh              0.0  
50488* login            0.0  
48797* coreautha        0.0  
48783* LocalAuthenticat 0.0  
40013* intelligencecont 0.0  
38978* com.apple.WebKit 0.0  
38878* com.apple.Safari 0.0  
38859* trustd           0.0  
38849* pkd              0.0  
36825* Google Chrome He 0.0  
35881* UserNotification 0.0  
32518* com.apple.quickt 0.0  
31162* DiskUnmountWatch 0.0  
29624* mdworker_shared  0.0  
24829* pbs              0.0  
24556* KonaSynthesizer  0.0  
24550* SiriAUSP         0.0  
24549* MacinTalkAUSP    0.0  
24547* WardaSynthesizer 0.0  
24541* MauiAUSP         0.0  
24530* axassetsd        0.0  
24478* ShortcutsViewSer 0.0  
23965* SetStoreUpdateSe 0.0  
23932* backgroundtaskma 0.0  
23914* AppSSOAgent      0.0  
23913* siriknowledged   0.0  
23912* BackgroundTaskMa 0.0  
23910* MENotificationAg 0.0  
23907* swcd             0.0  
23890* studentd         0.0  
23885* ClassroomSetting 0.0  
23884* HeadphoneSetting 0.0  
23881* FollowUpSettings 0.0  
23877* FamilySettings   0.0  
23868* ScopedBookmarkAg 0.0  
23837* AppleIDSettings  0.0  
23800* System Settings  0.0  
23788* CoreServicesUIAg 0.0  
22706* head             0.0  
22705* pmset            0.0  
22702* zsh              0.0  
22014* head             0.0  
22013* pmset            0.0  
22002* zsh              0.0  
20020* com.apple.WebKit 0.0  
19229* com.apple.WebKit 0.0  
19029* com.apple.WebKit 0.0  
18921* com.apple.WebKit 0.0  
18914* com.apple.WebKit 0.0  
18518* com.apple.WebKit 0.0  
18509* mdwrite          0.0  
17614* fairplayd        0.0  
17369* com.apple.WebKit 0.0  
16814* com.apple.WebKit 0.0  
14342* PasswordBreachAg 0.0  
11462* IntelligencePlat 0.0  
10231* node             0.0  
10212* node             0.0  
10167* python3.12       0.0  
10147* node             0.0  
8729*  zsh              0.0  
8727*  login            0.0  
8084*  node             0.0  
8065*  node             0.0  
8023*  python3.12       0.0  
8003*  node             0.0  
6994*  distnoted        0.0  
6870*  com.apple.WebKit 0.0  
6534*  node             0.0  
6515*  node             0.0  
6369*  python3.12       0.0  
6348*  node             0.0  
6323*  zsh              0.0  
6321*  login            0.0  
5364*  zsh              0.0  
5361*  login            0.0  
4911*  fileproviderd    0.0  
4899*  com.apple.WebKit 0.0  
4889*  pkd              0.0  
4870*  deleted          0.0  
3864*  com.apple.WebKit 0.0  
3280*  PowerChime       0.0  
3224*  spotlightknowled 0.0  
3147*  WallpaperImageEx 0.0  
3145*  WallpaperSonomaE 0.0  
3144*  WallpaperMacinto 0.0  
3143*  WallpaperDynamic 0.0  
3142*  WallpaperGradien 0.0  
3141*  WallpaperLegacyE 0.0  
3140*  NeptuneOneWallpa 0.0  
3139*  WallpaperSequoia 0.0  
3055*  lsd              0.0  
3049*  mdbulkimport     0.0  
3041*  distnoted        0.0  
3035*  managedappdistri 0.0  
2826*  managedappdistri 0.0  
2813*  distnoted        0.0  
2219*  CrashReporterSup 0.0  
1292*  zsh              0.0  
1289*  ctkahp           0.0  
1286*  zsh              0.0  
1285*  zsh              0.0  
1265*  Signal Helper (P 0.0  
1264*  Signal Helper    0.0  
1255*  zsh              0.0  
1251*  zsh              0.0  
1240*  zsh              0.0  
1229*  zsh              0.0  
1227*  ctkahp           0.0  
1223*  TextInputMenuAge 0.0  
1222*  AirPlayUIAgent   0.0  
1218*  zsh              0.0  
1212*  Python           0.0  
1210*  corespeechd      0.0  
1209*  heard            0.0  
1206*  netbiosd         0.0  
1164*  zsh              0.0  
1160*  login            0.0  
1159*  zsh              0.0  
1158*  login            0.0  
1143*  zsh              0.0  
1142*  IOUserBluetoothS 0.0  
1140*  login            0.0  
1136*  distnoted        0.0  
1132*  mdbulkimport     0.0  
1125*  AppleSpell       0.0  
1106*  Signal Helper    0.0  
1101*  JournalWidgetsSe 0.0  
1072*  PodcastsWidget   0.0  
1070*  SafariWidgetExte 0.0  
1061*  Signal Helper (G 0.0  
1058*  ScreenTimeWidget 0.0  
1040*  webinspectord    0.0  
1039*  remotepairingd   0.0  
1035*  com.apple.WebKit 0.0  
1033*  mscamerad-xpc    0.0  
1031*  NewsToday2       0.0  
1017*  PhotosReliveWidg 0.0  
1014*  FindMyWidgetItem 0.0  
1003*  PeopleWidget_mac 0.0  
1001*  distnoted        0.0  
978*   diagnostics_agen 0.0  
935*   distnoted        0.0  
929*   JournalWidgets   0.0  
925*   ShortcutsWidgetE 0.0  
923*   distnoted        0.0  
922*   com.apple.Notes. 0.0  
921*   HostInferencePro 0.0  
920*   stable           0.0  
919*   TipsWidgetExtens 0.0  
918*   chrome_crashpad_ 0.0  
915*   com.apple.Safari 0.0  
913*   spotlightknowled 0.0  
912*   CalendarWidgetEx 0.0  
910*   systemstats      0.0  
903*   SubmitDiagInfo   0.0  
902*   WorldClockWidget 0.0  
890*   WeatherWidget    0.0  
889*   destinationd     0.0  
883*   passd            0.0  
879*   commerce         0.0  
878*   RemindersWidgetE 0.0  
876*   BatteriesAvocado 0.0  
870*   PAH_Extension    0.0  
868*   CursorUIViewServ 0.0  
866*   imklaunchagent   0.0  
862*   com.apple.WebKit 0.0  
858*   FindMyWidgetPeop 0.0  
855*   distnoted        0.0  
847*   com.apple.dock.e 0.0  
846*   com.apple.dock.e 0.0  
844*   StocksWidget     0.0  
843*   wifianalyticsd   0.0  
841*   NewsTag          0.0  
837*   ptpcamerad       0.0  
835*   icdd             0.0  
832*   SafariBookmarksS 0.0  
818*   useractivityd    0.0  
816*   avconferenced    0.0  
815*   mediaremoteagent 0.0  
808*   CVMServer        0.0  
804*   WiFiAgent        0.0  
801*   HomeEnergyWidget 0.0  
786*   HomeWidget       0.0  
785*   UIKitSystem      0.0  
773*   CMFSyncAgent     0.0  
764*   AXVisualSupportA 0.0  
761*   AudioComponentRe 0.0  
755*   AMPDeviceDiscove 0.0  
754*   automountd       0.0  
750*   suggestd         0.0  
748*   corespotlightd   0.0  
743*   filecoordination 0.0  
742*   WallpaperAgent   0.0  
741*   AccessibilityUIS 0.0  
740*   fontworker       0.0  
733*   SystemUIServer   0.0  
732*   fontd            0.0  
729*   Dock             0.0  
722*   homed            0.0  
721*   bash             0.0  
720*   familycircled    0.0  
716*   StatusKitAgent   0.0  
715*   distnoted        0.0  
714*   Terminal         0.0  
694*   chronod          0.0  
693*   networkservicepr 0.0  
689*   assistantd       0.0  
688*   CloudTelemetrySe 0.0  
685*   audioaccessoryd  0.0  
683*   sharedfilelistd  0.0  
678*   Maps             0.0  
673*   coreauthd        0.0  
672*   ctkd             0.0  
660*   tccd             0.0  
659*   accountsd        0.0  
658*   identityservices 0.0  
657*   syncdefaultsd    0.0  
656*   callservicesd    0.0  
652*   talagentd        0.0  
650*   Photos           0.0  
647*   distnoted        0.0  
644*   secd             0.0  
643*   usernotification 0.0  
642*   routined         0.0  
641*   usernoted        0.0  
640*   rapportd         0.0  
639*   ContextStoreAgen 0.0  
628*   pboard           0.0  
624*   ContinuityCaptur 0.0  
618*   UserEventAgent   0.0  
614*   distnoted        0.0  
612*   coreauthd        0.0  
608*   distnoted        0.0  
597*   distnoted        0.0  
595*   distnoted        0.0  
593*   rtcreportingd    0.0  
584*   distnoted        0.0  
582*   com.apple.AppleU 0.0  
581*   com.apple.audio. 0.0  
580*   com.apple.Driver 0.0  
571*   searchpartyd     0.0  
567*   suhelperd        0.0  
561*   nix              0.0  
556*   backupd          0.0  
554*   modelmanagerd    0.0  
552*   UVCAssistant     0.0  
546*   audioanalyticsd  0.0  
545*   appleeventsd     0.0  
541*   distnoted        0.0  
536*   distnoted        0.0  
529*   audiomxd         0.0  
524*   com.apple.audio. 0.0  
522*   sysextd          0.0  
521*   WirelessRadioMan 0.0  
490*   distnoted        0.0  
484*   authd            0.0  
467*   distnoted        0.0  
462*   ssh-agent        0.0  
454*   biomed           0.0  
452*   socketfilterfw   0.0  
447*   distnoted        0.0  
440*   eligibilityd     0.0  
436*   lsd              0.0  
433*   analyticsd       0.0  
430*   nehelper         0.0  
429*   nsurlsessiond    0.0  
428*   apfsd            0.0  
425*   coreaudiod       0.0  
421*   coreservicesd    0.0  
417*   loginwindow      0.0  
411*   com.apple.cmio.r 0.0  
410*   AirPlayXPCHelper 0.0  
402*   KernelEventAgent 0.0  
401*   revisiond        0.0  
400*   logind           0.0  
396*   distnoted        0.0  
394*   corerepaird      0.0  
393*   dasd             0.0  
392*   autofsd          0.0  
390*   nesessionmanager 0.0  
387*   securityd        0.0  
386*   usbmuxd          0.0  
385*   timed            0.0  
377*   syslogd          0.0  
376*   coreduetd        0.0  
372*   kernelmanagerd   0.0  
366*   watchdogd        0.0  
364*   corespeechd_syst 0.0  
360*   remoted          0.0  
356*   IOMFB_bics_daemo 0.0  
349*   systemstats      0.0  
346*   mediaremoted     0.0  
0*     kernel_task      0.0  
